gat_kodas,tipas,pavadinimas,gyvenamoji_vietove._id
1297154,gatvė,Kalnelių,99116fa5-8c9c-454f-8f62-0d820154779b
1297169,gatvė,Pamiškės,e4890f92-9797-4e9b-bb0b-13a8bd573f1f
1297173,gatvė,Savanorių,be3da577-5ddb-4213-9d9b-c197ac916225
1297188,gatvė,Smilgų,7e05086f-4bd4-46b6-93ae-062154aeb856
1297192,gatvė,Spindulio,d249d60f-d315-4a4f-893f-a0c4cbb790ce
1297207,gatvė,Lietaus,d249d60f-d315-4a4f-893f-a0c4cbb790ce
1297211,gatvė,Seserų,ef898274-576e-4aa4-a734-69167ae40849
1297226,gatvė,Centrinė,86e171e5-8275-42aa-859b-9e2d91798415
1297245,gatvė,Ežero,48c491e2-3818-45fb-9be6-655212edc87c
1297264,gatvė,Karjero,59a56008-622e-4f25-9367-0b786f9f5b4e
1297279,gatvė,Burokaraisčio,e41bc096-e1b9-4b1a-b0b1-9263a541aa11
1297283,gatvė,Bokšto,e41bc096-e1b9-4b1a-b0b1-9263a541aa11
1297298,gatvė,Kalnų,e41bc096-e1b9-4b1a-b0b1-9263a541aa11
1297302,gatvė,Gilšės,0376e803-d717-49da-836a-5b3f0f3e12c0
1297317,gatvė,Gelovinės,0376e803-d717-49da-836a-5b3f0f3e12c0
1297321,gatvė,Vinco Krėvės,0376e803-d717-49da-836a-5b3f0f3e12c0
1297336,gatvė,Liepų,0376e803-d717-49da-836a-5b3f0f3e12c0
1297355,gatvė,Bažnyčios,a6e2258b-060a-434d-a6ec-e5c5e2df8837
1297374,gatvė,Švietimo,a6e2258b-060a-434d-a6ec-e5c5e2df8837
1297389,gatvė,Ąžuolų,a6e2258b-060a-434d-a6ec-e5c5e2df8837
1297393,gatvė,Klevų,b6226f4e-6cc7-4b9c-b258-5c9fb4abc874
1297408,gatvė,Stoties,b6226f4e-6cc7-4b9c-b258-5c9fb4abc874
1297412,gatvė,Vyšnių,b6226f4e-6cc7-4b9c-b258-5c9fb4abc874
1297427,gatvė,Stonkalnės,b6226f4e-6cc7-4b9c-b258-5c9fb4abc874
1297431,gatvė,Plytinės,b6226f4e-6cc7-4b9c-b258-5c9fb4abc874
1297446,gatvė,Byvainės,b6226f4e-6cc7-4b9c-b258-5c9fb4abc874
1297465,gatvė,Pamūšio,190d4962-0efe-459b-ac8c-1eaabf8ae56e
1297484,gatvė,Šiaulių Plento,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1297499,gatvė,Pavasario,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1297503,gatvė,Babrungo,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1297518,gatvė,Vienkiemio,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1297522,gatvė,Platelių,6f825715-c202-4f8d-9dda-7825f554323a
1297537,gatvė,Klevų,6f825715-c202-4f8d-9dda-7825f554323a
1297541,takas,Serbentų 5-asis,5aaa863a-10d7-4594-ab86-d43d9a45319d
1297556,gatvė,Siksto Riaukos,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297575,gatvė,Sodybų,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297594,gatvė,Klevų,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297609,gatvė,Raguvos,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297613,gatvė,Pirties,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297628,gatvė,Liepų,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297632,gatvė,Kalno,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297647,gatvė,Naujakurių,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297651,gatvė,Sparno,a62bcb1b-2cba-498d-9b60-415a0c7ce251
1297666,gatvė,Šiaulių,564dd529-c44f-4427-9d31-9589b06c12dc
1297685,gatvė,Statybininkų,564dd529-c44f-4427-9d31-9589b06c12dc
1297704,gatvė,Meilės,564dd529-c44f-4427-9d31-9589b06c12dc
1297719,gatvė,Liepų,564dd529-c44f-4427-9d31-9589b06c12dc
1297723,gatvė,Trumpoji,564dd529-c44f-4427-9d31-9589b06c12dc
1297738,gatvė,Sodininkų,564dd529-c44f-4427-9d31-9589b06c12dc
1297742,gatvė,Laukų,564dd529-c44f-4427-9d31-9589b06c12dc
1297757,gatvė,Pirties,564dd529-c44f-4427-9d31-9589b06c12dc
1297761,gatvė,Naujoji,564dd529-c44f-4427-9d31-9589b06c12dc
1297776,gatvė,Dvaro,79f990a0-c187-417d-af11-c9b177c4bfce
1297795,gatvė,Kalvų,79f990a0-c187-417d-af11-c9b177c4bfce
1297814,gatvė,Mokyklos,24c18b44-5ff8-42f6-a7de-1b4b5f4fe68d
1297829,gatvė,Bažnyčios,24c18b44-5ff8-42f6-a7de-1b4b5f4fe68d
1297833,gatvė,Liepų,24c18b44-5ff8-42f6-a7de-1b4b5f4fe68d
1297848,gatvė,Sodžiaus,24c18b44-5ff8-42f6-a7de-1b4b5f4fe68d
1297852,gatvė,Tvenkinio,24c18b44-5ff8-42f6-a7de-1b4b5f4fe68d
1297867,gatvė,Kartenalės,24c18b44-5ff8-42f6-a7de-1b4b5f4fe68d
1297871,gatvė,Dvaro,7240aceb-8bf6-492b-a73b-ee6ae2ef6da8
1297886,gatvė,Ežerėlio,6a5bde40-c215-4db4-979c-4f380f7ea4f6
1297905,gatvė,Lauko,24057396-9414-4fe9-ab09-d61d06154854
1297924,gatvė,Sodų,f01d3abd-6e71-47e8-b322-e02a0e633276
1297939,gatvė,Vingio,a6322a04-d8a3-4d69-b754-22b455a6ff2d
1297943,gatvė,Eglių,a6322a04-d8a3-4d69-b754-22b455a6ff2d
1297958,gatvė,Darželių,ab9092a6-10be-46c7-8f94-4880746cc685
1297962,gatvė,Klevų,ab9092a6-10be-46c7-8f94-4880746cc685
1297977,gatvė,Putinų,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1297981,gatvė,Alyvų,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1297996,gatvė,Sodo,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1298002,gatvė,Vingio,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1298017,gatvė,Topolių,c3b86f64-9dac-432a-af85-0ec8e2d97696
1298021,gatvė,Uosių,0e938e28-78ae-4ea5-a71c-70c47ea37896
1298036,gatvė,Beržų,aed8a532-620c-4610-93a4-84e78726171f
1298055,gatvė,Kalnelių,922852e9-e5d1-46fa-b35f-cb22c6534164
1298074,gatvė,Balio Buračo,e19c122e-c443-4e39-b280-70bf139e69fa
1298089,gatvė,Vilties,e19c122e-c443-4e39-b280-70bf139e69fa
1298093,gatvė,Tujų,e19c122e-c443-4e39-b280-70bf139e69fa
1298108,gatvė,I. Jonyno,58437361-d62a-4714-9b74-f07ae0b9d66b
1298112,gatvė,Lingių,f8128080-498f-4522-bb4d-0c0798f55951
1298127,gatvė,Aukštumalos 1-oji,7466bde0-9db4-431c-a248-2b2276b3422b
1298131,gatvė,Aukštumalos 7-oji,7466bde0-9db4-431c-a248-2b2276b3422b
1298146,gatvė,Saulės,db7ef08a-0922-4ea8-9ca3-39cdb187c35f
1298165,gatvė,Sodo,43ab7afe-6856-4331-973d-12aa75d970aa
1298184,gatvė,Beržyno,c2bc5ca2-21c3-4123-adb4-523ca6f8f950
1298199,gatvė,Pievų,c2bc5ca2-21c3-4123-adb4-523ca6f8f950
1298203,gatvė,Pienių,c2bc5ca2-21c3-4123-adb4-523ca6f8f950
1298218,gatvė,Paukštyno,915e2176-dc42-4216-a832-48509e1e9eb8
1298222,gatvė,Ramučių,6d6ddfa4-7ac3-4de2-ae45-2419ff18849f
1298237,gatvė,Žarėnų,4dff3e01-8907-42e4-b4ef-5c842f51d4fa
1298241,gatvė,Tverų,484ffc77-e29d-44cf-b070-f4e8cee5d24a
1298256,gatvė,Sodžiaus,2f5ccf32-405b-463b-b108-4143575a9692
1298275,gatvė,Aronijų,2f5ccf32-405b-463b-b108-4143575a9692
1298294,gatvė,Lazdynų,2f5ccf32-405b-463b-b108-4143575a9692
1298309,gatvė,Sodininkų,2f5ccf32-405b-463b-b108-4143575a9692
1298313,gatvė,Tiesioji,6c982a68-b5fc-44c6-8fca-2bb1e41c4b23
1298328,gatvė,Plento,9020679a-2326-4b03-bc31-ec178a32e243
1298332,gatvė,Žalioji,3ef9aae3-4b20-45e3-8920-8a2db62f5366
1298347,gatvė,Jaunimo,3d89bc88-8e88-4fb3-9c95-49cea21437c4
1298351,gatvė,Spalviškių,3d89bc88-8e88-4fb3-9c95-49cea21437c4
1298366,gatvė,Upės,3d89bc88-8e88-4fb3-9c95-49cea21437c4
1298385,gatvė,Parko,eea3e326-da96-48db-bb4c-06b4540f071e
1298404,gatvė,Šilo,eea3e326-da96-48db-bb4c-06b4540f071e
1298419,gatvė,Tulpių,e0cdea7e-5618-4ecb-abfe-45bd733845ff
1298423,gatvė,Pievų,e0cdea7e-5618-4ecb-abfe-45bd733845ff
1298438,gatvė,Lavyso,58437361-d62a-4714-9b74-f07ae0b9d66b
1298442,gatvė,Latežerio,58437361-d62a-4714-9b74-f07ae0b9d66b
1298457,gatvė,Novaraisčio,58437361-d62a-4714-9b74-f07ae0b9d66b
1298461,gatvė,Patašinės,58437361-d62a-4714-9b74-f07ae0b9d66b
1298476,akligatvis,Liepų,91fa0f69-ef40-4aae-850a-b2b55a0acc3b
1298495,gatvė,Lauko,ae9321cd-f721-4f5a-897d-4f2e601f0269
1298514,gatvė,Bajorų,03bb0e68-8928-4f31-9f19-fdbc0baa567c
1298529,gatvė,Serbentų,8d2014b7-7944-438a-9221-7d3cb81b4cc5
1298533,alėja,Kiaunės,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1298548,gatvė,Ožiaragio,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1298552,gatvė,K. Petrausko,e959ae01-14a2-4a08-a056-d22ef40e7695
1298567,gatvė,Merkinės,95be3ada-ea52-4bd0-b44f-ca5c82f7ddae
1298571,gatvė,Kalnelio,fc152311-a937-4faa-bc97-4a184125cca2
1298586,gatvė,Džiugo,836a1cf0-2ba0-4117-9e78-4ff2c01215e6
1298605,gatvė,Rytmečio,98b0a2b6-7665-4c2f-acf9-059d735673a5
1298624,gatvė,Ramunių,03bb0e68-8928-4f31-9f19-fdbc0baa567c
1298639,gatvė,Graužados,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1298643,gatvė,Skaidiškių,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1298658,gatvė,Pakaunės,58437361-d62a-4714-9b74-f07ae0b9d66b
1298662,gatvė,Sportininkų,7da77e35-67e7-4946-b1c0-4fccb12ed8cc
1298677,gatvė,Vaitkūnų,0123467f-2006-4a0a-8374-9af697d62c2d
1298681,gatvė,Berniūnų,9a5836b5-825f-472b-9223-bf095ee30b97
1298696,gatvė,Alyvų,2fc524e6-a6fc-46fd-aa4c-c940239ab565
1298715,gatvė,Takoskyros,775f32d2-2ea6-44c3-9f75-3f74d7d5740e
1298734,gatvė,Ąžuolų,e45876fa-6306-478d-afb8-ebe4a49bf504
1298749,gatvė,Beržų,e45876fa-6306-478d-afb8-ebe4a49bf504
1298753,gatvė,Eglių,e45876fa-6306-478d-afb8-ebe4a49bf504
1298768,gatvė,Miško,e45876fa-6306-478d-afb8-ebe4a49bf504
1298772,gatvė,Lazdynų,e45876fa-6306-478d-afb8-ebe4a49bf504
1298787,gatvė,Šermukšnių,e45876fa-6306-478d-afb8-ebe4a49bf504
1298791,akligatvis,Proskynos,58437361-d62a-4714-9b74-f07ae0b9d66b
1298806,gatvė,Vyšnių,e6d2ae8e-0aa9-4e3f-bd22-214e680cdd9d
1298825,gatvė,Lakštingalų,e6d2ae8e-0aa9-4e3f-bd22-214e680cdd9d
1298844,gatvė,Kalno,e6d2ae8e-0aa9-4e3f-bd22-214e680cdd9d
1298859,gatvė,Pušyno,e6d2ae8e-0aa9-4e3f-bd22-214e680cdd9d
1298863,gatvė,Kalorijos 10-oji,d6470076-79d9-449f-a8d3-f80046f1ebd1
1298878,gatvė,Kalorijos 11-oji,d6470076-79d9-449f-a8d3-f80046f1ebd1
1298882,gatvė,Plungės,029bf941-54b8-44be-a70e-49a32c96f54d
1298897,gatvė,Ateities,52a9b5ed-3620-4571-b38f-cb713e17efbd
1298901,gatvė,Bičių,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298916,gatvė,Saulėtekio,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298935,gatvė,Geležinkelio 2-oji,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298954,gatvė,Tvenkinio 1-oji,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298969,gatvė,Tvenkinio 2-oji,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298973,gatvė,Trumpoji,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298988,gatvė,Pietinė 3-oji,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1298992,gatvė,Stotelės,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1299009,gatvė,Stotelės 2-oji,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1299013,gatvė,Gulbių,6ec4c6be-709d-4a35-b29b-97b7d61023f1
1299028,gatvė,Partizanų,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1299032,gatvė,Kooperatininkų,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1299047,gatvė,Naglių,f30610d9-4008-4e17-9769-a1bb1a0ab526
1299051,gatvė,Vilų,f30610d9-4008-4e17-9769-a1bb1a0ab526
1299066,gatvė,Aukštaičių,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1299085,gatvė,Visų Šventųjų,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299104,gatvė,Vėluvos,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299119,gatvė,Varėnos,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299123,gatvė,Užkiemio,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299138,gatvė,V. Pietario,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299142,gatvė,Topolių,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299157,gatvė,Turgelių,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299161,gatvė,Stumbrų,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1299176,gatvė,Žiemkelio,e596ead6-a64a-4f08-885f-583ca9cc6a41
1299195,gatvė,Debesų,14c1530c-e3b8-42a4-a07e-c51bc35a6997
1299214,gatvė,Vilties,a4e4f97d-e0c5-40f1-9660-d23cfd047428
1299229,gatvė,Lašo,a4e4f97d-e0c5-40f1-9660-d23cfd047428
1299233,gatvė,Žėručio,a4e4f97d-e0c5-40f1-9660-d23cfd047428
1299248,gatvė,Horizonto,a4e4f97d-e0c5-40f1-9660-d23cfd047428
1299252,gatvė,Ateities,c519d461-c094-4d54-9686-d8f71d172de8
1299271,gatvė,Akacijų,4c0a8f8a-084d-4b89-b067-b2f4eecdbc3e
1299286,gatvė,Raskilos,ef898274-576e-4aa4-a734-69167ae40849
1299305,gatvė,Kiparisų,a1f2a122-1932-40c0-b1f5-42c0606e9108
1299324,gatvė,Pievų,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1299339,gatvė,Uosių,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1299343,gatvė,Tylioji 1-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1299358,gatvė,Sedulos,626d3e39-6005-42a3-9e2a-f6bab311ee9c
1299362,gatvė,Pakalnės,fd9a0034-5e08-4696-afe7-7fe041811022
1299377,gatvė,Kalorijos 12-oji,d6470076-79d9-449f-a8d3-f80046f1ebd1
1299381,gatvė,Lindiniškių,ae07528d-f58c-4131-9a65-c8bd57e31387
1299396,gatvė,Aušros,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299415,gatvė,Daržų,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299434,gatvė,Lauko,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299449,gatvė,Miško,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299453,gatvė,Mokyklos,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299468,gatvė,Pabradės,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299472,gatvė,Rudausių,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299487,gatvė,Sklėriškių,e0f91ec1-7f43-40a0-99c8-83e72ad6a247
1299491,gatvė,Draustinio,dffe644b-697e-48e4-ba44-d9e206538683
1299506,gatvė,Obelėlės,d542fa0d-9b93-49ac-bf79-bacbd212fef8
1299525,gatvė,Liepų,d542fa0d-9b93-49ac-bf79-bacbd212fef8
1299544,gatvė,Alyvų,5f52f5d0-9d12-4723-8ac5-ba816b09b38f
1299559,gatvė,Versmės,5f52f5d0-9d12-4723-8ac5-ba816b09b38f
1299563,gatvė,Pilkapių,9f553807-e11f-4ac5-ab3f-ecfc59267291
1299578,gatvė,Tulpės 1-oji,73b1142e-41e5-4df2-ab1d-3bf5735224db
1299582,gatvė,Tulpės 2-oji,73b1142e-41e5-4df2-ab1d-3bf5735224db
1299597,gatvė,Tulpės 3-ioji,73b1142e-41e5-4df2-ab1d-3bf5735224db
1299601,gatvė,Tulpės 4-oji,73b1142e-41e5-4df2-ab1d-3bf5735224db
1299616,gatvė,Šakynės,6530ddd3-c89f-40fd-8e41-ea3c1d04b3bc
1299635,gatvė,Karjero,1ec16ed9-9813-472b-9146-c115e518af8d
1299654,gatvė,Šilo,2fb0f08e-291a-4288-97df-057d9d6b0471
1299669,gatvė,Juodmenos,ee291b6f-3524-4fa1-96c1-1d73950cdb0b
1299673,gatvė,Pavasario,7dbe0b72-0678-4455-815b-1b4a2ee487d4
1299688,gatvė,Šaltinio,2065945d-6275-4a94-b898-bab1c021f0bb
1299692,gatvė,Geležinkelio,d00cb6b9-e5fb-4eb8-a2df-2ed82bf74ee9
1299707,gatvė,Vinkurių,ff1a3f8f-9823-445b-8b14-7d565a7bcb44
1299711,gatvė,Vairuotojų,ce6bb50a-5ef4-4df7-9c5f-9452681f7fe7
1299726,gatvė,Kalno,c19151db-66bf-474c-9a92-28341937d269
1299745,gatvė,Žalgirio,c19151db-66bf-474c-9a92-28341937d269
1299764,gatvė,Ventos,c19151db-66bf-474c-9a92-28341937d269
1299779,gatvė,Minijos,c19151db-66bf-474c-9a92-28341937d269
1299783,gatvė,Nidos,c19151db-66bf-474c-9a92-28341937d269
1299798,gatvė,Jovarų,c19151db-66bf-474c-9a92-28341937d269
1299802,gatvė,Kranto,c19151db-66bf-474c-9a92-28341937d269
1299817,gatvė,Beržyno,07505051-3d11-4e84-b51f-bfd819927f9a
1299821,gatvė,Vyturio,c26fadfc-9814-471c-8c78-5749464b6a9a
1299836,gatvė,Ditupės,c26fadfc-9814-471c-8c78-5749464b6a9a
1299855,gatvė,Dotnuvos,0a33ef65-a3c4-405a-8859-6173dc515a17
1299874,gatvė,Simoniškių,0a33ef65-a3c4-405a-8859-6173dc515a17
1299889,gatvė,Krekenavos,0a33ef65-a3c4-405a-8859-6173dc515a17
1299893,gatvė,Vytauto,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1299908,gatvė,Draugystės,2e8f3e3b-ca8e-4462-8a59-8ffeb5c10eec
1299912,gatvė,Klevų,2e8f3e3b-ca8e-4462-8a59-8ffeb5c10eec
1299927,gatvė,Pelkės,2e8f3e3b-ca8e-4462-8a59-8ffeb5c10eec
1299931,gatvė,Plento,602a8b55-54b2-4908-b4af-9fb144936211
1299946,gatvė,Kaimynų,2e8f3e3b-ca8e-4462-8a59-8ffeb5c10eec
1299965,gatvė,Žaizdrių,2e8f3e3b-ca8e-4462-8a59-8ffeb5c10eec
1299984,akligatvis,Giminių 1-asis,868356b5-d7dd-4db3-9771-127163259c53
1299999,akligatvis,Giminių 3-asis,868356b5-d7dd-4db3-9771-127163259c53
1300004,gatvė,Pušų,47cb176a-53c7-4699-b171-c38e8b2369c6
1300019,takas,Aušros 2-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300023,takas,Aušros 3-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300038,takas,Aušros 4-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300042,takas,Aušros 5-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300057,takas,Aušros 7-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300061,takas,Aušros 9-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300076,takas,Aušros 10-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1300095,gatvė,Tylioji 7-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300114,gatvė,Ramybės 4-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300129,gatvė,Ramybės 8-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300133,gatvė,Padovinio 1-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300148,gatvė,Padovinio 3-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300152,gatvė,Meškučių 1-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300167,gatvė,Meškučių 2-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300171,gatvė,Meškučių 11-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300186,gatvė,Meškučių 15-oji,e44e30fc-52be-4cf1-9010-0a9d07862dbc
1300205,gatvė,Klonių 1-oji,ed00fe1a-e733-4f5a-8bf8-c46067450a5c
1300224,gatvė,Stumbro,9b1ff39c-5eda-4bc1-ba79-03255d2dd750
1300239,gatvė,Gelmės,2895a6d7-db03-49eb-ae4e-6ca92c4b9ab9
1300243,gatvė,Žaltvykslių,2895a6d7-db03-49eb-ae4e-6ca92c4b9ab9
1300258,gatvė,Versmės,2895a6d7-db03-49eb-ae4e-6ca92c4b9ab9
1300262,gatvė,Sietuvos,2895a6d7-db03-49eb-ae4e-6ca92c4b9ab9
1300277,gatvė,Kriaušių,9ed8814e-eb63-4ca7-ac18-37c49ac207cd
1300281,takas,Svarainių,5aaa863a-10d7-4594-ab86-d43d9a45319d
1300296,takas,Svarainių 3-asis,5aaa863a-10d7-4594-ab86-d43d9a45319d
1300315,takas,Vyšnių 2-asis,5aaa863a-10d7-4594-ab86-d43d9a45319d
1300334,takas,Obuolių,5aaa863a-10d7-4594-ab86-d43d9a45319d
1300349,takas,Serbentų,5aaa863a-10d7-4594-ab86-d43d9a45319d
1300353,takas,Serbentų 3-asis,5aaa863a-10d7-4594-ab86-d43d9a45319d
1300368,gatvė,Gluosnių,7eb649ff-e595-49f1-8d40-8b90d6048366
1300372,gatvė,Ryto,7eb649ff-e595-49f1-8d40-8b90d6048366
1300387,alėja,Tiesioji,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300391,alėja,Šilagėlės,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300406,alėja,Draugystės,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300425,alėja,Bijūnų,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300444,alėja,Varpo,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300459,alėja,Beržyno,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300463,alėja,Lieptelio,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300478,alėja,Jazmino,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300482,alėja,Tujų,ca77015d-3b66-43a3-8be4-4b18fb38c37a
1300497,alėja,Obelų,ca77015d-3b66-43a3-8be4-4b18fb38c37a
1300501,gatvė,Medeinos,ca77015d-3b66-43a3-8be4-4b18fb38c37a
1300516,gatvė,Paupio,81f19463-55f9-4955-be52-1cace1e1513f
1300535,gatvė,Sakų,9ed20ade-a6d8-44bf-90d5-86678dd01013
1300554,gatvė,Antano Valantino,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1300569,gatvė,Vasaros,829ca3b2-1266-4670-bb3f-1a5fa6680526
1300573,gatvė,Jaunimo,202bd617-2f38-450f-a7ae-fef941cc7e1c
1300588,gatvė,Medžiotojų,bd1c4281-4a6c-4002-a3a5-270961261164
1300607,gatvė,Lieplaukės,26ab4051-a583-481a-a92e-208ce0a5bb44
1300611,gatvė,Šašaičių,f50841e7-a438-4003-bc26-1dc0052ab7ce
1300626,gatvė,Oginskių,f4c8ac9b-0e8d-42ab-8e99-abfb446e2ad2
1300645,gatvė,Naujamiesčio,f50841e7-a438-4003-bc26-1dc0052ab7ce
1300664,gatvė,J. Žilevičiaus,9c609953-2e4c-46cf-90d1-40ab676e6291
1300683,gatvė,Pavasario,1e5cad55-94cf-4144-8dfc-9006a4cbe702
1300698,gatvė,Krantinės,9eeb0141-974c-4c88-b52a-fd8d7d1fcd57
1300702,gatvė,Prano Zuikausko,431396ae-8163-46d2-9bdf-e228d4efddfa
1300717,takas,Klevų,ca77015d-3b66-43a3-8be4-4b18fb38c37a
1300721,takas,Pamiškės,ca77015d-3b66-43a3-8be4-4b18fb38c37a
1300736,gatvė,Pakraščio,e6629d24-5481-4889-a089-ba32c83ab4e4
1300755,gatvė,Miško,e6629d24-5481-4889-a089-ba32c83ab4e4
1300774,gatvė,Bokšto,e6629d24-5481-4889-a089-ba32c83ab4e4
1300789,gatvė,Viekšnupio,31b0327b-45d8-4b5e-b522-e86cccb9b4a4
1300793,gatvė,Želsvelės,4c11c0bd-20e3-4ca8-8a3a-29d0b1696474
1302212,alėja,Lanko,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1300808,gatvė,Andriaus Botyriaus,e1a3477b-03c2-44c7-b8d3-89a32801e57c
1300812,gatvė,Miško,e1a3477b-03c2-44c7-b8d3-89a32801e57c
1300827,gatvė,Pievų Tako,e1a3477b-03c2-44c7-b8d3-89a32801e57c
1300831,gatvė,Žaltyčio,e1a3477b-03c2-44c7-b8d3-89a32801e57c
1300846,gatvė,Kaštonų,cd8631b0-428d-4772-a04f-59928e564b79
1300865,gatvė,Kaštonų,8e9c1799-697e-4fd6-8084-b4c3ea0fcfda
1300884,gatvė,Lietaviškių,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1300899,gatvė,Dianos,ecd017de-4285-4f24-974a-9d2eacfb5eab
1300903,gatvė,Laistų 1-oji,ecd017de-4285-4f24-974a-9d2eacfb5eab
1300918,gatvė,Draugystės,fbc65fd1-64eb-4827-b58e-2e4dfdb5f93d
1300922,gatvė,Saulėlydžio,6330209b-36cf-46a4-a9de-b5b07fb00578
1300937,gatvė,Žalioji,6330209b-36cf-46a4-a9de-b5b07fb00578
1300941,gatvė,Šilelio,1c993ac8-07ef-4655-a684-6cca03aaccbd
1300956,gatvė,Naujarodžių,b54eadaa-c983-4f66-b2bd-14d9f6b2bd41
1300975,gatvė,Parko,b54eadaa-c983-4f66-b2bd-14d9f6b2bd41
1300994,gatvė,Žalioji,248bfa92-fe3a-41fe-a5f3-78cb39103446
1301015,gatvė,Aušros,248bfa92-fe3a-41fe-a5f3-78cb39103446
1301034,gatvė,Skynimų,be74fe43-57c0-481a-91e2-f0a9a6bd4112
1301049,gatvė,Ašvos,4fffe495-0a9d-45b8-8eed-cb4cacffa446
1301053,gatvė,Pocių,4fffe495-0a9d-45b8-8eed-cb4cacffa446
1301068,gatvė,Pievų,4fffe495-0a9d-45b8-8eed-cb4cacffa446
1301072,gatvė,Eglių,4fffe495-0a9d-45b8-8eed-cb4cacffa446
1301087,gatvė,Darželio,4fffe495-0a9d-45b8-8eed-cb4cacffa446
