gat_kodas,tipas,pavadinimas,gyvenamoji_vietove._id
1730836,gatvė,Draugystės 9-oji,abc51f64-c334-4644-a0ca-56ba963727ae
1730855,plentas,Šumsko,ed00fe1a-e733-4f5a-8bf8-c46067450a5c
1730874,gatvė,Pušyno,45102858-f815-401a-89d3-590495de8067
1730889,gatvė,Pušyno,56165b6a-3292-46ce-abdb-ba8c81bfa182
1730893,gatvė,Medelyno,1a7d785c-bff5-411d-8c5a-f71acf473c70
1730908,gatvė,Užupio,a6fac261-a422-4077-afdf-e6212dff263f
1730912,plentas,Šumsko,d0290320-4fd3-4b21-b852-fc5d9e89945f
1730927,plentas,Šumsko,a6fac261-a422-4077-afdf-e6212dff263f
1730931,plentas,Šumsko,56165b6a-3292-46ce-abdb-ba8c81bfa182
1730946,gatvė,Daukniškių,eea3e326-da96-48db-bb4c-06b4540f071e
1730965,gatvė,Žalioji,eea3e326-da96-48db-bb4c-06b4540f071e
1730984,gatvė,Upelio,eea3e326-da96-48db-bb4c-06b4540f071e
1730999,gatvė,Parko,3d89bc88-8e88-4fb3-9c95-49cea21437c4
1731005,gatvė,Karališkių,3d89bc88-8e88-4fb3-9c95-49cea21437c4
1731024,gatvė,Paberžių,3d89bc88-8e88-4fb3-9c95-49cea21437c4
1731039,gatvė,Upės,3ef9aae3-4b20-45e3-8920-8a2db62f5366
1731043,gatvė,Būginių,e6e34ccd-0d78-4ffa-b669-d1894e706e71
1731058,akligatvis,Liepų,6c982a68-b5fc-44c6-8fca-2bb1e41c4b23
1731062,gatvė,Daržų,6c982a68-b5fc-44c6-8fca-2bb1e41c4b23
1731077,gatvė,Pirties,6c982a68-b5fc-44c6-8fca-2bb1e41c4b23
1731081,gatvė,Jaunimo,e4aabf7f-0870-4477-9d58-98720a2f3abf
1731096,takas,Vyšnių,2f5ccf32-405b-463b-b108-4143575a9692
1731115,gatvė,Draugystės,2f5ccf32-405b-463b-b108-4143575a9692
1731134,gatvė,Šermukšnių,043cb2b6-9fc3-4ab4-9a75-d29bb0f8477b
1731149,gatvė,Kalno,1710fd79-31e0-461c-b1f9-830e4ae93ca0
1731153,gatvė,Ilgio Ežero,a55ae616-f87e-40b4-9007-c4694e9fcbbd
1731168,gatvė,Žemgrindos Kelio,6f825715-c202-4f8d-9dda-7825f554323a
1731172,gatvė,Jono Brežinskio,6f825715-c202-4f8d-9dda-7825f554323a
1731187,gatvė,Miškų,6f825715-c202-4f8d-9dda-7825f554323a
1731191,gatvė,Malūno,6f825715-c202-4f8d-9dda-7825f554323a
1731206,gatvė,Eglių,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1731225,skersgatvis,Vingio,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1731244,gatvė,Smilgų,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1731259,gatvė,Antano Kazono,497281c7-da0d-4a34-9a65-0bd1602af27a
1731263,gatvė,Edeno,e3128d2b-5b17-4823-a3da-c28555e2bd51
1731278,gatvė,Meisterio,e3128d2b-5b17-4823-a3da-c28555e2bd51
1731282,gatvė,Malūno,e3128d2b-5b17-4823-a3da-c28555e2bd51
1731297,gatvė,Lazdynų,eb7e9be6-7600-4b45-8317-ee8e624cb1ab
1731301,gatvė,Pušyno,eb7e9be6-7600-4b45-8317-ee8e624cb1ab
1731316,gatvė,Jonų,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731335,gatvė,Kalnelio,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731354,gatvė,Žalčio,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731369,gatvė,Vyturio,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731373,gatvė,Beržų,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731388,gatvė,Sruojos,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731392,gatvė,Vėjo,ae5037ce-ba02-4edd-bcc5-003436cb2848
1731407,gatvė,Kepurkalnio,01218ef9-687b-474f-95db-757823e158c6
1731411,gatvė,Šiaulių Plento,01218ef9-687b-474f-95db-757823e158c6
1731426,gatvė,Zujūnų,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1731445,takas,Gervuogių,5aaa863a-10d7-4594-ab86-d43d9a45319d
1731464,takas,Aviečių,5aaa863a-10d7-4594-ab86-d43d9a45319d
1731479,takas,Žemuogių,5aaa863a-10d7-4594-ab86-d43d9a45319d
1731483,gatvė,Kaštonų,1697b000-19b4-406c-8624-2bdecbe04cce
1731498,gatvė,Stadiono 2-oji,7466bde0-9db4-431c-a248-2b2276b3422b
1731502,gatvė,Stadiono 3-oji,7466bde0-9db4-431c-a248-2b2276b3422b
1731517,gatvė,Kolainių,94a29985-ea19-4d85-83d7-d73c483475b9
1731521,gatvė,Saulėtekio,c3b86f64-9dac-432a-af85-0ec8e2d97696
1731536,kelias,Aleknų,c3b86f64-9dac-432a-af85-0ec8e2d97696
1731555,gatvė,Saulėtekio,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1731574,gatvė,Pievų,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1731589,gatvė,Vilties,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1731593,gatvė,Zosės Petraitienės,db5d99bd-3425-4f4f-849d-e3d5b4ae5247
1731608,gatvė,Prūdo,ab9092a6-10be-46c7-8f94-4880746cc685
1731612,gatvė,Alyvų,ab9092a6-10be-46c7-8f94-4880746cc685
1731627,gatvė,Lauko,ab9092a6-10be-46c7-8f94-4880746cc685
1731631,gatvė,Ryto,a6322a04-d8a3-4d69-b754-22b455a6ff2d
1731646,gatvė,Vilties,a6322a04-d8a3-4d69-b754-22b455a6ff2d
1731665,gatvė,Alyvų,a6322a04-d8a3-4d69-b754-22b455a6ff2d
1731684,gatvė,Senojo Plento,36a93191-497a-4252-ade0-e4e624f0ece1
1731699,gatvė,Sodų,36a93191-497a-4252-ade0-e4e624f0ece1
1731703,gatvė,Liepų,36a93191-497a-4252-ade0-e4e624f0ece1
1731718,gatvė,Ūkininkų,87afda1b-9757-4434-aca7-4f964e8da60c
1731722,gatvė,Sodo,87afda1b-9757-4434-aca7-4f964e8da60c
1731737,gatvė,Beržų,87afda1b-9757-4434-aca7-4f964e8da60c
1731741,gatvė,Dvaro,87afda1b-9757-4434-aca7-4f964e8da60c
1731756,gatvė,Liepų,87afda1b-9757-4434-aca7-4f964e8da60c
1731775,gatvė,Geležinkelio,87afda1b-9757-4434-aca7-4f964e8da60c
1731794,gatvė,Smėlyno,6330209b-36cf-46a4-a9de-b5b07fb00578
1731809,gatvė,Tylos,6330209b-36cf-46a4-a9de-b5b07fb00578
1731813,gatvė,Alyvų,6330209b-36cf-46a4-a9de-b5b07fb00578
1731828,gatvė,Paupio,6330209b-36cf-46a4-a9de-b5b07fb00578
1731832,gatvė,Aušros,6330209b-36cf-46a4-a9de-b5b07fb00578
1731847,gatvė,Šviesos,6330209b-36cf-46a4-a9de-b5b07fb00578
1731851,gatvė,Ežero,43be7abd-6672-47ec-93d3-eef504e2c459
1731866,gatvė,Galudaržės,153e6db1-0c55-4c63-bcdb-61f206141aac
1731885,gatvė,Paupio,153e6db1-0c55-4c63-bcdb-61f206141aac
1731904,gatvė,Liepų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731919,gatvė,Putinų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731923,gatvė,Astrų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731938,gatvė,Radastų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731942,gatvė,Ievų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731957,gatvė,Bokšto,153e6db1-0c55-4c63-bcdb-61f206141aac
1731961,gatvė,Obelų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731976,gatvė,Ąžuolų,153e6db1-0c55-4c63-bcdb-61f206141aac
1731995,gatvė,Sedulos,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732001,gatvė,Miško,153e6db1-0c55-4c63-bcdb-61f206141aac
1732016,gatvė,Durpyno,153e6db1-0c55-4c63-bcdb-61f206141aac
1732035,gatvė,Saulėlydžio,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732054,gatvė,Saulėtekio,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732069,gatvė,Vasarvydžio,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732073,gatvė,Mėnesienos,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732088,gatvė,Fazanų,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732092,gatvė,Kregždžių,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732107,gatvė,Vyturio,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732111,gatvė,Astrų,5da05fb6-afb5-4564-946f-aa188f9e0d08
1732126,gatvė,Pupų,37b15c48-6e05-49f9-bd16-99d826045fe2
1732145,gatvė,Kalno,37b15c48-6e05-49f9-bd16-99d826045fe2
1732164,gatvė,Samanų,37b15c48-6e05-49f9-bd16-99d826045fe2
1732179,gatvė,Erškėčių,37b15c48-6e05-49f9-bd16-99d826045fe2
1732183,gatvė,Tujų,37b15c48-6e05-49f9-bd16-99d826045fe2
1732198,gatvė,Žaibo,ca2937d0-6da3-41bc-9154-8c8133fcf53d
1732202,gatvė,Draustinio,977af317-bcc5-454f-900b-53c9d3b59df8
1732217,gatvė,Pilnaties,4fe910dc-c6b7-4656-b825-f3f6ef274dbb
1732221,gatvė,Pievų,adce6b5d-3e02-4bc8-af8f-39e1d0a11441
1732236,gatvė,Draugystės,dced7d43-6c46-43a8-b988-88deb7bbcc24
1732255,gatvė,Sodžiaus,3e359342-d2fc-4ef1-8af7-8b6d27740a50
1732274,gatvė,Miško,b802261f-db88-4f32-a801-dec68b75f2a1
1732289,gatvė,Pušyno,278e5f38-00aa-4945-a611-327a17f61fcb
1732293,gatvė,Lentpjūvės,46ef81f4-f065-4111-a3ef-3c77d974e786
1732308,gatvė,Kauno,dced7d43-6c46-43a8-b988-88deb7bbcc24
1732312,gatvė,Šakių,b802261f-db88-4f32-a801-dec68b75f2a1
1732327,gatvė,Sodų,5d87a746-f82d-42c1-8b27-0e90fd575d0d
1732331,gatvė,Gervėnų,5d87a746-f82d-42c1-8b27-0e90fd575d0d
1732346,gatvė,Gluosnių,01d6e901-8fbe-4674-9733-99281297b968
1732365,gatvė,Gluosnių,0d2135b1-7c53-48e2-a818-a0ceb96644de
1732384,gatvė,Kampo,3421039b-f1f2-4e7f-ace9-e044b9d016d1
1732399,gatvė,Šilo,41a212c3-979f-408f-be73-742d16b40361
1732403,gatvė,Agrastų,4a8d0c00-26ec-4baa-b096-c50bb26bdafe
1732418,gatvė,Pušyno,567970c9-2a00-4b5f-a202-8f8672d93e8b
1732422,gatvė,Spindulio,dc7e4186-1cf4-4a8c-91f1-4f0bca33a645
1732437,gatvė,Vyšnių,4a8d0c00-26ec-4baa-b096-c50bb26bdafe
1732441,gatvė,Svarainių,4a8d0c00-26ec-4baa-b096-c50bb26bdafe
1732456,gatvė,Užbalės,89e898c4-5db1-40a9-9eca-27c4f82f7a11
1732475,gatvė,Senkelio,36f20826-764b-475c-97e1-9e182bd5bbf2
1732494,gatvė,Krempos,6314503e-2ec9-4384-8c7b-a081dc54ceb8
1732509,gatvė,Durpyno,6314503e-2ec9-4384-8c7b-a081dc54ceb8
1732513,gatvė,Žygimanto Augusto,89e898c4-5db1-40a9-9eca-27c4f82f7a11
1732528,gatvė,Liepų,ff9db6ec-8569-4d32-b0db-f8ccd29a99a6
1732532,gatvė,Ievų,6314503e-2ec9-4384-8c7b-a081dc54ceb8
1732547,gatvė,Laimės,79140784-3847-4b99-8a71-2e2538b7df5c
1732551,gatvė,Malūno,a3c676c8-e3cd-4644-8192-1957955ce54b
1732566,gatvė,Žvirgždės,89e898c4-5db1-40a9-9eca-27c4f82f7a11
1732585,gatvė,Parko,ff9db6ec-8569-4d32-b0db-f8ccd29a99a6
1732604,gatvė,Karklupio,3abf8ccf-662a-4561-bf3f-02ab13206a80
1732619,gatvė,Miško 2-oji,73d7183b-136d-4961-b7ea-775f654670a2
1732623,gatvė,Eglių,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732638,gatvė,Tuopų,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732642,gatvė,Jazminų,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732657,gatvė,Beržų,73d7183b-136d-4961-b7ea-775f654670a2
1732661,gatvė,Pakrantės,73d7183b-136d-4961-b7ea-775f654670a2
1732676,gatvė,Purienų,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732695,gatvė,Domantonių,73d7183b-136d-4961-b7ea-775f654670a2
1732714,gatvė,Pušų,73d7183b-136d-4961-b7ea-775f654670a2
1732729,gatvė,Žemaitės,be26e265-421b-4e21-8b14-7d149d61c302
1732733,gatvė,Kanalo,70c86af6-23b1-4994-b3b4-ac1580ff269b
1732748,gatvė,Lelijų,73d7183b-136d-4961-b7ea-775f654670a2
1732752,gatvė,Karolaukio,1e711adb-738f-4df3-a83c-90da3c182759
1732767,gatvė,Draugystės,73d7183b-136d-4961-b7ea-775f654670a2
1732771,gatvė,Ąžuolo,73d7183b-136d-4961-b7ea-775f654670a2
1732786,gatvė,Beržų,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732805,gatvė,Lauko,73d7183b-136d-4961-b7ea-775f654670a2
1732824,gatvė,Kaštonų,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732839,gatvė,Vyšnių,73d7183b-136d-4961-b7ea-775f654670a2
1732843,gatvė,Tulpių,73d7183b-136d-4961-b7ea-775f654670a2
1732858,gatvė,Kaimo,8ba73470-7e33-4c35-af16-b743f14d511a
1732862,gatvė,Piliakalnio,be26e265-421b-4e21-8b14-7d149d61c302
1732877,gatvė,Sodų,73d7183b-136d-4961-b7ea-775f654670a2
1732881,gatvė,Dariaus ir Girėno,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732896,gatvė,Klevų,73d7183b-136d-4961-b7ea-775f654670a2
1732934,gatvė,Pamiškės,7bd1347e-6142-4daa-9c94-a3e984bbe3a3
1732949,gatvė,Uolio,7edac7e6-85d1-4207-86cb-9ae77080accc
1732953,gatvė,Rokėnų,51032ba8-9229-48ff-a07a-0176874d1f84
1732968,gatvė,Lūžų,5474bfa9-c7c2-4b1a-9597-9178600a37a0
1732972,gatvė,Tuopų,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1732987,gatvė,Lauko,8d0b2b79-5215-4e19-be2c-c8a21181e9a1
1732991,gatvė,Šlaito,f42d267f-510c-4a47-9955-543645e4e9b5
1733008,gatvė,Liepų,31b0327b-45d8-4b5e-b522-e86cccb9b4a4
1733012,gatvė,Draustinio,f7b88fb4-6f37-43ff-85d1-d2b71116bb39
1733031,gatvė,Elmos 10-oji,36ffed23-7ca2-43d3-9181-64d5d0bf845f
1733046,skersgatvis,Šarnelės,0ad9f8a9-cc11-402a-8390-e9e0d55614dc
1733065,gatvė,Beržyno,911bf0f6-a7ad-46b1-8158-76826a04bd88
1733099,gatvė,Užupio,a4e4f97d-e0c5-40f1-9660-d23cfd047428
1733103,gatvė,Ūkininkų,0a4f46bb-f40e-456f-aa8b-f937bb986247
1733118,gatvė,Versmelės,7da0e15a-3735-41c0-91b4-7d64baee15a3
1733122,gatvė,Jučių,74e447c7-89ca-4249-9c15-6e8400756804
1733137,gatvė,Vyturių,1d4e0925-7576-4c27-b395-9764aa97c3d5
1733141,gatvė,Mokyklos,1d4e0925-7576-4c27-b395-9764aa97c3d5
1733156,akligatvis,Šventakalnio,c1719c95-8f91-496a-83d8-ecfee935db00
1733175,gatvė,Ajerų,9739b91b-91b1-47b6-bfa0-0df8417b782d
1733194,gatvė,Bundalų,630a94d2-3aa2-4a58-89b6-ff0d5e9fb299
1733209,gatvė,Arnavos,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1733213,gatvė,Geryčių,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1733228,gatvė,Gavaičių,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1733232,gatvė,Pakrantės,bfdd872b-0b05-4a8e-8003-e48af1058810
1733247,gatvė,Pušyno,22697376-b36c-47cd-95c6-67e2793f1643
1733251,gatvė,Lakštingalų,7017679f-c6e1-4de2-8356-3eb4f89bf887
1733266,gatvė,Lazdynų,2834e08b-e55c-45ce-bce5-e4fb2cb49603
1733304,gatvė,Eglyno,43fe9f5b-f03f-4855-a4ba-187e13d43f2b
1733319,gatvė,Sodininkų,a80104a6-99a8-453a-9b2d-877eb02ddc9d
1733323,gatvė,Bijūnų,48ba8213-f2ab-443e-b2ca-cb29ee89ca0b
1733338,gatvė,Laimučių,d01798ba-950b-4719-9919-55fff6a4782e
1733357,gatvė,Jonavos,9e8bf3e8-11ad-4d30-8bcf-925ba0b69417
1733361,gatvė,Beržų,feb02f7d-1d59-4af0-a3ce-b52361624f06
1733376,gatvė,Palaukės,feb02f7d-1d59-4af0-a3ce-b52361624f06
1733414,gatvė,Piliakalnio,38aef8aa-018b-47e0-a0b7-f5cbc6d3e67d
1733429,kelias,Stelmužės,8ceff8af-2735-45b6-a5c7-9102818dea13
1733433,kelias,Stelmužės,5fd924e6-672d-45d7-964b-6d62a63e4303
1733448,gatvė,Vakario,08e1686c-4cb5-4637-b168-bce77048b01a
1733452,gatvė,Stirnų,bc991572-cc5a-463f-933b-27a19405b846
1733467,gatvė,Ąžuolų,eaf5a5f1-8f09-4870-954f-7e6221908864
1733471,gatvė,Beržų,bdb59bef-b6aa-4142-9e9a-cc1e276eec5c
1733486,gatvė,Stoties,bb70a394-9fcd-496e-af34-c32ccee2b507
1733505,gatvė,Pievų,2d8e3c49-1002-4728-b17d-f45ea778f46d
1733524,gatvė,Pušų,68372301-4de3-4b2b-95c1-466174f71eab
1733539,gatvė,Stropelių,bb70a394-9fcd-496e-af34-c32ccee2b507
1733543,gatvė,Parko,2d8e3c49-1002-4728-b17d-f45ea778f46d
1733558,gatvė,Raskilos,3421039b-f1f2-4e7f-ace9-e044b9d016d1
1733562,gatvė,Jovaro,745a66d2-09b7-49ef-8cce-58f9246c5f1e
1733577,gatvė,Apaščios Vingio,c1d7db7f-f7f1-403f-a933-90729fd6f443
1733581,gatvė,Slėnio,1c7b39f4-9d4a-4e17-8445-db392ea8ac09
1733596,gatvė,Kalno,1c7b39f4-9d4a-4e17-8445-db392ea8ac09
1733615,akligatvis,Sodo,676aa295-b7a1-4217-a76b-32835647c194
1733634,gatvė,Reketkalnio,1c7b39f4-9d4a-4e17-8445-db392ea8ac09
1733649,gatvė,Liepgirių,1c7b39f4-9d4a-4e17-8445-db392ea8ac09
1733653,gatvė,Šiaulių Plento,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733668,gatvė,Ąžuolo,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733672,gatvė,Šateikių,877f26dd-e783-4eeb-aef9-6c3d11576107
1733687,gatvė,Šermukšnių,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733691,gatvė,Valduvos,877f26dd-e783-4eeb-aef9-6c3d11576107
1733706,gatvė,Nendrių,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733725,gatvė,Aronijų,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733744,gatvė,Rožių,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733759,gatvė,Jaunimo,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733763,gatvė,Karaliaus Mindaugo,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733778,gatvė,Ilgoji,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733782,gatvė,Kranto,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733797,gatvė,Žemaitės,877f26dd-e783-4eeb-aef9-6c3d11576107
1733801,gatvė,Kalno,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733816,gatvė,Pienių,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733835,gatvė,Alyvų,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733854,gatvė,Palaukės,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733869,gatvė,Pievų,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733873,gatvė,Gulbių,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733888,gatvė,Pušų,a4dd4e4b-3aba-4cab-9010-b640132ee55c
1733892,gatvė,Laukų,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733907,gatvė,Minijos,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733911,gatvė,Slėnio,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733926,gatvė,Beržų,331dbe67-b6c8-4b07-891d-c3f1c2da3fde
1733945,gatvė,Tvenkinių,d3b02b8d-2507-475a-86e3-07492ec502cd
1733964,gatvė,Girininkų,64348226-b4e3-4d52-9073-07e08f5c8bd6
1733979,gatvė,Kaimynų,d5214070-2adb-4b67-965c-6c6d9c3dabed
1733983,gatvė,Kareivių,d5214070-2adb-4b67-965c-6c6d9c3dabed
1734004,gatvė,Pramonės,729e9a88-9fb4-4744-9bf5-ce923de9bc4b
1734038,gatvė,Didžioji,9baf07e0-6019-4ba4-a665-3a6fcf97a7fa
1734042,gatvė,Žiedo,579884a6-d133-4814-b5f5-b79994b298b0
1734057,gatvė,Aguonų,579884a6-d133-4814-b5f5-b79994b298b0
1734061,gatvė,Plento,579884a6-d133-4814-b5f5-b79994b298b0
1734076,gatvė,Beržų,579884a6-d133-4814-b5f5-b79994b298b0
1734095,gatvė,Rožių,579884a6-d133-4814-b5f5-b79994b298b0
1734114,gatvė,Neries,579884a6-d133-4814-b5f5-b79994b298b0
1734129,gatvė,Eglių,70064159-aca0-40a2-87dc-1d919d007596
1734133,gatvė,Beržų,70064159-aca0-40a2-87dc-1d919d007596
1734148,takas,Žvirgždės 2-asis,c9b2fbf8-cd36-40ff-ae79-4d76b2eedfe1
1734152,takas,Žvirgždės 3-iasis,c9b2fbf8-cd36-40ff-ae79-4d76b2eedfe1
1734167,gatvė,Eglių,3f3f9af8-114f-4546-a133-7c3f20f8067e
1734171,gatvė,Sodo,3f3f9af8-114f-4546-a133-7c3f20f8067e
1734186,gatvė,Pušyno,3f3f9af8-114f-4546-a133-7c3f20f8067e
1734205,gatvė,Ąžuolų,3f3f9af8-114f-4546-a133-7c3f20f8067e
1734224,gatvė,Dailininkų,3f3f9af8-114f-4546-a133-7c3f20f8067e
1734239,skersgatvis,Kauno,dd024019-decf-4ee7-8ad5-50f2abc96b02
1734243,skersgatvis,Šviesos,dd024019-decf-4ee7-8ad5-50f2abc96b02
1734258,gatvė,Laukų,0fabf3be-a63b-4245-8783-e83b9292df42
1734262,gatvė,Pušyno,0fabf3be-a63b-4245-8783-e83b9292df42
1734277,gatvė,Stadiono,0fabf3be-a63b-4245-8783-e83b9292df42
1734281,gatvė,Mokyklos,0fabf3be-a63b-4245-8783-e83b9292df42
1734296,gatvė,Slėnio,0fabf3be-a63b-4245-8783-e83b9292df42
1734315,gatvė,Šv. Brunono Bonifaco,2646f0bc-39a9-4770-88bd-0a53b1c9b9bf
1734334,gatvė,Braškių,c8061921-6bf8-4dd3-aa0f-61c47ca1cc73
1734349,gatvė,Žemygalos,f153031e-1e80-41f7-8d7b-1cf2e22e059e
1734353,gatvė,Pakrantės,1f8d9d5c-3029-49f0-9076-62cbc7cf4f5d
1734368,gatvė,Rytų,226b208d-6609-4fd6-bfcf-0037c572d491
1734372,gatvė,Algupio,226b208d-6609-4fd6-bfcf-0037c572d491
1734387,gatvė,Naujasodžių,8e589cfd-ba0b-4be2-b506-2f0eb2f33f0c
1734391,gatvė,Dainupės,ba7e9545-407f-4f10-af48-b1a1e4f7f836
1734406,gatvė,Andriaus Gustaičio,0b5a5159-838c-4eef-8a27-285273247beb
1734425,gatvė,Andriaus Gustaičio,c0bb7b9a-bdf7-4e9d-a6ab-359d3d98e96c
1734444,takas,Aušros 6-asis,7466bde0-9db4-431c-a248-2b2276b3422b
1734459,gatvė,Lauko,b9025ca0-e084-4aad-a48d-90d548d700c7
1734463,gatvė,Drebulių,18b76a0c-7a7d-43fd-b31d-a251fcd97330
1734478,gatvė,Šauklių,411a4310-b933-4d11-b742-badcd7f81cbf
1734482,gatvė,Pylimo,411a4310-b933-4d11-b742-badcd7f81cbf
1734497,gatvė,Stragnų,411a4310-b933-4d11-b742-badcd7f81cbf
1734501,gatvė,Laukžemių,2dfa4c6a-2ec2-4dca-8309-3642374c05b7
1734516,gatvė,Mėtų,2dfa4c6a-2ec2-4dca-8309-3642374c05b7
1734535,gatvė,Cartų,7dbe0b72-0678-4455-815b-1b4a2ee487d4
1734554,gatvė,Pasienio,8fb3e00c-b30a-4535-ae9d-8455257a748c
1734569,gatvė,Jucaičių,4fe90525-18b1-4394-92cc-0dd27318e645
1734573,gatvė,Siesarčio,5da05fb6-afb5-4564-946f-aa188f9e0d08
1734588,alėja,Šaltinio,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734592,alėja,Paplūdimio,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734607,alėja,Jūratės,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734611,alėja,Žiedų,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734626,alėja,Vytauto,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734645,alėja,Lino,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734664,gatvė,Ežero,e42faaa5-f0bd-4f97-9a06-f819b14ff641
1734679,gatvė,Pievų,353dd4fb-c1a5-4690-a389-2636776527c6
1734683,gatvė,Šilo,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1734698,gatvė,Gėlių,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1734702,gatvė,Sodo,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1734717,gatvė,Darželio,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1734721,gatvė,Tujų,8ff566ef-47a1-4fbd-a7ec-f1f86be60c6c
1734736,gatvė,Garduvos,0a33ef65-a3c4-405a-8859-6173dc515a17
1734793,alėja,Pliažo,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734808,alėja,Taikos,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734812,alėja,Saulėtekio,7d3c3503-40dd-4bc9-a80e-eef70c6eaa4e
1734827,alėja,Volungės,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734831,alėja,Lakštingalų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734846,alėja,Dzūkų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734865,alėja,Apuoko,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734884,alėja,Pelėdos,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734899,alėja,Elnio,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734903,alėja,Lapės,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734918,alėja,Nasturtų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734922,alėja,Vilko,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734937,alėja,Šernų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734941,alėja,Astrų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734956,alėja,Jurginų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734975,alėja,Voverės,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
1734994,alėja,Slyvų,4caf7ed0-c9a1-4f70-9595-9eeca7ff2466
